wetland_name,wetland_ID,dataset,area_km2,species_richness,species_normalized,lat,lon,sat_area_frac
Livadi temporary pond,GR432KRI063,GRE,0.0074,3,405.4054054,35.22006,25.62842,0.130002
Driros temporary pond,GR432KRI069,GRE,0.0348,8,229.8850575,35.25762,25.63657,0.479649
Kourounes temporary pond,GR432KRI070,GRE,0.0063,5,793.6507937,35.27626,25.63511,0.479649
Ziros pond,GR432KRI267,GRE,0.0018,3,1666.666667,35.07194,26.14057,0.264453
Lamnoni,GR432KRI296,GRE,0.0019,2,1052.631579,35.08036,26.17459,0.086373
Garypa temporary pond,GR433KRI136,GRE,0.0063,2,317.4603175,35.33216,24.7309,0.41093
Potamon dam lake,GR433KRI143,GRE,1.2157,4,3.290285432,35.28016,24.57308,0.637752
Vizari reservoir,GR433KRI144,GRE,0.0846,2,23.64066194,35.21148,24.69464,0.485461
Kissos pond,GR433KRI145,GRE,0.0019,1,526.3157895,35.18945,24.56833,0.528154
Lepidolakkoi of Kare,GR433KRI151,GRE,0.0039,1,256.4102564,35.2918,24.4898,0.595796
Livadi Bourboure,GR433KRI167,GRE,0.0585,4,68.37606838,35.24897,24.27803,0.361637
Mesiako Livadi,GR433KRI259,GRE,0.0022,1,454.5454545,35.25618,24.27499,0.553013
Karines mining pools,GR433KRI264,GRE,0.0088,2,227.2727273,35.25455,24.49846,0.595796
Lepidolakkoi of Armenoi,GR433KRI266,GRE,0.002,4,2000,35.29613,24.47272,0.595796
Klisidi temporary pond,GR433KRI280,GRE,0.001,1,1000,35.26255,24.65362,0.559102
Panagia Kera reservoir,GR433KRI281,GRE,0.0027,3,1111.111111,35.3159,24.51543,0.637752
Lepidolakkoi of Sellia,GR433KRI282,GRE,0.0014,1,714.2857143,35.28902,24.5136,0.637752
Kournas lake,GR434KRI164,GRE,0.7165,87,121.4235869,35.33078,24.27545,0.553013
Argyroupoli wastewater treatment swamp,GR434KRI165,GRE,0.0046,9,1956.521739,35.29256,24.33158,0.553013
Omalos Chanion temporary pond,GR434KRI196,GRE,0.0079,14,1772.151899,35.32491,23.891,0.468148
Agia lake,GR434KRI197,GRE,0.2938,83,282.5051055,35.47563,23.93329,0.296933
Chrysoskalitisa reservoir,GR434KRI213,GRE,0.1037,1,9.643201543,35.30793,23.54576,0.385975
Limni,GR434KRI218,GRE,0.0054,1,185.1851852,35.37104,23.63251,0.483576
Tersana small pond,GR434KRI318,GRE,0.0046,5,1086.956522,35.56605,24.08585,0.203923
Laghetto di Cala d'Oliva,ITG25ASI0013,ITA,0.002,31,15500,41.086591,8.331861,
Laghetto di Il Pecorile,ITG25ASI0014,ITA,0.016,55,3437.5,41.082985,8.32403,
Laghetto presso La Reale,ITG25ASI0016,ITA,0.003,20,6666.666667,41.065662,8.300221,
Vasca presso La Guardiola,ITG25ASI0020,ITA,0.001,16,16000,41.070373,8.284979,
Paule Tumbarino,ITG25ASI0021,ITA,0.003,30,10000,41.036745,8.237238,
Diga Castellaccio,ITG25ASI0022,ITA,0.017,21,1235.294118,40.995128,8.241311,0.562202
Fosso alle Case Bianche,ITG25ASI0026,ITA,0.001,37,37000,41.089835,8.310789,
Acquitrino presso l'ossario Austro Ungarico,ITG25ASI0028,ITA,0.001,22,22000,41.063696,8.280359,
Paule di Tanca Nova,ITG25ASI0030,ITA,0.071,48,676.056338,41.015612,8.241171,
Fosso di Stefano,ITG25CAP0002,ITA,0.005,20,4000,41.221897,9.463869,0.124835
Laghetto di Stagnali,ITG25CAP0008,ITA,0.008,45,5625,41.194511,9.455999,0.124835
Prato umido di Valle Tola,ITG25CAP0009,ITA,0.053,52,981.1320755,41.214833,9.455912,0.124835
Diga Puzzoni,ITG25MAD0001,ITA,0.17,35,205.8823529,41.232692,9.428096,0.124835
Laghetto di S. Trinità,ITG25MAD0007,ITA,0.002,24,12000,41.231345,9.4057,
Prato Umido di Colmi,ITG25MAD0019,ITA,0.001,17,17000,41.227978,9.39014,
Bonifica Cribisi,ITG25SAR0131,ITA,0.178,16,89.88764045,40.903754,8.225941,
Pauli di S. Lorenzo 1,ITG25SAR0134,ITA,0.072,11,152.7777778,40.930128,8.192255,0.562202
Pauli Fiori,ITG25SAR0135,ITA,0.002,20,10000,40.941219,8.190976,0.562202
Paule di Pedru Nieddu,ITG25SAR0144,ITA,0.002,15,7500,40.933747,8.199128,0.562202
Laghetto Pischina Salidda 4,ITG25SAR0145,ITA,0.002,26,13000,40.930697,8.223607,0.562202
Paule di Pischina Salidda,ITG25SAR0146,ITA,0.001,9,9000,40.927312,8.226594,0.562202
Paule sotto P.ta de s'Aquila,ITG25SAR0147,ITA,0.001,13,13000,40.93637,8.218566,0.562202
Pischina Fiori,ITG25SAR0148,ITA,0.051,35,686.2745098,40.941381,8.18729,0.562202
Bonifica di Puzzinosi,ITG25SAR0157,ITA,0.762,34,44.61942257,40.885849,8.243076,
Laghetto de Riu Flumini,ITG25SAR0160,ITA,0.007,11,1571.428571,40.794905,8.177515,0.530685
Laghetto La Colti 2,ITG25SAR0163,ITA,0.004,13,3250,40.790336,8.205335,0.530685
Laghetto La Colti 3,ITG25SAR0164,ITA,0.002,16,8000,40.789802,8.202757,0.530685
Laghetto La Colti 4,ITG25SAR0165,ITA,0.001,11,11000,40.789687,8.205256,0.530685
Laghetto F.na d'Ortu,ITG25SAR0166,ITA,0.002,12,6000,40.784185,8.187295,0.530685
Laghetto 1 di Canaglia,ITG25SAR0167,ITA,0.04,13,325,40.785162,8.224439,0.530685
Laghetto 2 di Canaglia,ITG25SAR0170,ITA,0.007,13,1857.142857,40.780923,8.225254,0.530685
Laghetto 3 di Canaglia,ITG25SAR0171,ITA,0.028,14,500,40.785938,8.220779,0.530685
Laghetto La Colti 7,ITG25SAR0173,ITA,0.001,4,4000,40.788925,8.205528,0.530685
Laghetto di Palmadula,ITG25SAR0175,ITA,0.001,14,14000,40.750681,8.19255,0.530685
Laghetto d'Astiminni 3,ITG25SAR0186,ITA,0.039,9,230.7692308,40.74924,8.216781,0.590103
Pauli d'Ottava,ITG25SAR0201,ITA,0.159,30,188.6792453,40.774107,8.499051,0.517372
Paule di Due Nuraghe,ITG25SAR0205,ITA,0.002,7,3500,40.83644,8.218172,
Palude di Pozzo S. Nicola,ITG25SAR0208,ITA,0.004,21,5250,40.838758,8.241307,
Laghetto di Pischina,ITG25SAR0210,ITA,0.002,12,6000,40.829426,8.215845,0.530685
Pauli La Pagliastra,ITG25SAR0211,ITA,0.033,10,303.030303,40.863966,8.634704,0.627963
Paule Pireddu,ITG25SAR0533,ITA,0.341,34,99.70674487,40.777926,8.38711,0.35829
Invaso Istolargiu,ITG25SAR0542,ITA,0.027,11,407.4074074,40.898452,8.797625,0.245854
Lago di Castel Doria,ITG25SAR0546,ITA,1.379,16,11.60261059,40.88432,8.898617,0.653306
Laghetto di li Sciucchi,ITG25SAR0630,ITA,0.013,36,2769.230769,40.839109,9.142729,0.642033
Laghetto 1 Spinalva,ITG25SAR0679,ITA,0.007,6,857.1428571,40.799363,8.875727,0.66444
Laghetto 2 Spinalva,ITG25SAR0690,ITA,0.006,9,1500,40.796594,8.871441,0.66444
Laghetto sa Cariasa,ITG25SAR0833,ITA,0.008,36,4500,40.394818,8.740052,0.709364
Laghetto 1 S. Cosimo,ITG25SAR0834,ITA,0.009,8,888.8888889,40.447634,8.759169,0.707066
Laghetto di Ispadula,ITG25SAR0835,ITA,0.002,22,11000,40.71278,8.803624,0.681233
Laghetto 2 S. Cosimo,ITG25SAR0837,ITA,0.006,8,1333.333333,40.448237,8.757071,0.707066
Laghetto di M. Selvaina,ITG25SAR0889,ITA,0.027,13,481.4814815,40.682351,8.781177,0.681233
Pauli di Puttos de Sassu e Padru Mannu,ITG25SAR1512,ITA,1.5,44,29.33333333,40.353252,8.783247,0.714751
Lago di Baratz,ITG25SAR1516,ITA,0.491,34,69.24643585,40.679761,8.226425,0.590103
Lago del Cuga,ITG25SAR1526,ITA,2.268,1,0.440917108,40.610644,8.468039,0.644734
Laghetto del Parco Monumentale Angelo Truddaiu,ITG25SAR1662,ITA,0.004,7,1750,40.736637,8.849692,0.426538
Bacino 1 di Enas de Concas,ITG25SAR1665,ITA,0.001,8,8000,40.7395,8.828915,0.681233
Laghetto presso Palazzo Minerva,ITG25SAR1777,ITA,0.006,29,4833.333333,40.447278,8.527867,0.675065
Planu e Pischina,ITG25SAR1786,ITA,0.045,46,1022.222222,40.448223,8.538058,0.675065
Laghetto di Planos de Abes,ITG25SAR1791,ITA,0.006,71,11833.33333,40.418513,8.537929,0.675065
Fosso di Canale Torto,ITG25SAR1866,ITA,0.001,22,22000,41.006406,9.607734,
Paule di Nodu Mannu,ITG25SAR1867,ITA,0.008,16,2000,40.99529,9.530926,0.626133
Bacino di Preadu,ITG25SAR2024,ITA,0.01,8,800,40.889746,8.799539,0.245854
Diga di Bunnari,ITG25SAR2057,ITA,0.155,62,400,40.720661,8.64141,0.676589
Pischina Sarrada,ITG25SAR2101,ITA,0.009,18,2000,40.932163,8.184558,0.562202
Laghetto 1 di M. Mesu,ITG25SAR2131,ITA,0.001,12,12000,40.862709,8.893143,0.653306
Bacino 5 di Enas de Concas,ITG25SAR2149,ITA,0.001,19,19000,40.738284,8.829808,0.681233
Bacino 2 di Enas de Concas,ITG25SAR2152,ITA,0.001,15,15000,40.737697,8.836528,0.426538
Paule Sagapas,ITG25SAR2169,ITA,0.09,45,500,40.391607,8.791981,0.714751
Paule di Ena Lunga,ITG25SAR2275,ITA,0.001,18,18000,40.934903,8.192393,0.562202
Paule di P. Bandiera,ITG25SAR2308,ITA,0.003,33,11000,40.850146,9.184422,0.385016
Pauleddu di P. Bandiera,ITG25SAR2309,ITA,0.001,13,13000,40.852471,9.185101,0.385016
Paule di Monte di Deu,ITG25SAR2312,ITA,0.056,22,392.8571429,40.904658,9.172383,0.385016
Laghetto 1 della cava Naracacciu,ITG25SAR2320,ITA,0.001,4,4000,41.130434,9.385727,0.102139
Laghetto 1 di Padru Murtesu,ITG25SAR2681,ITA,0.003,13,4333.333333,40.780261,8.845909,0.66444
Laghetto di Nuraghe Longu,ITG25SAR2683,ITA,0.004,3,750,40.780543,8.853714,0.66444
Bacino di La Tanchitta,ITG25SAR2684,ITA,1.379,11,7.976794779,40.870467,8.91463,0.653306
Bacino di Bauddi,ITG25SAR2685,ITA,0.002,4,2000,40.675046,8.758963,0.681233
Paule Funtanazza,ITG25SAR2705,ITA,0.001,14,14000,41.015361,9.54641,
Paule di S. Antonio,ITG25SAR2707,ITA,0.01,16,1600,40.99652,9.530877,0.626133
Bacino di Lu Crabu Figu,ITG25SAR2716,ITA,0.002,16,8000,40.761259,8.196818,0.530685
Laghetto di Lu Crabu Figu,ITG25SAR2717,ITA,0.001,12,12000,40.761343,8.194667,0.530685
Laghetto 5 La Colti,ITG25SAR2720,ITA,0.001,11,11000,40.791359,8.204789,0.530685
Pauli di Siniscola di Palmadula,ITG25SAR2725,ITA,0.001,5,5000,40.76043,8.198589,0.530685
Prato umido di Ena Lunga,ITG25SAR2728,ITA,0.002,31,15500,40.940082,8.187051,0.562202
Prato umido di Monte Minerva,ITG25SAR2736,ITA,0.009,37,4111.111111,40.442353,8.540258,0.675065
Lago is Barrocus,ITG26SAR0620,ITA,1.174,2,1.703577513,39.752658,9.092434,0.686358
Pischina 'e Paule,ITG26SAR0816,ITA,0.279,1,3.584229391,40.337859,8.568513,0.678914
Pauli Tramatzu,ITG26SAR0968,ITA,0.03,31,1033.333333,39.775839,8.935302,0.678346
Pauli Cerrobica,ITG26SAR0969,ITA,0.023,10,434.7826087,39.771719,8.933256,0.678346
Pauli a Est di Cerrobica,ITG26SAR0971,ITA,0.019,20,1052.631579,39.770696,8.937528,0.678346
Pauli Maiori,ITG26SAR0972,ITA,0.084,34,404.7619048,39.776903,8.91534,0.679426
Bacino 2 di Monte Figus,ITG26SAR1130,ITA,0.011,3,272.7272727,39.817162,9.048886,0.686496
Bacino di Genna e Sole,ITG26SAR1137,ITA,0.002,4,2000,39.808825,9.060914,0.686496
Cava di Funtana Figus,ITG26SAR1141,ITA,0.004,3,750,39.828933,9.04482,0.686496
Laghetto di Mura e Pinnas,ITG26SAR1196,ITA,0.007,5,714.2857143,40.211711,8.813882,0.710337
Bacino del Rio di S. Lussurgiu,ITG26SAR1267,ITA,0.001,16,16000,40.511651,9.628578,0.53435
Diga S. Lucia,ITG26SAR1270,ITA,0.498,34,68.27309237,39.964797,9.596079,0.478453
Laghetto 1 di Mutrucone,ITG26SAR1288,ITA,0.014,24,1714.285714,40.429959,9.75724,0.328059
Laghetto 2 del Rio Manorgai,ITG26SAR1308,ITA,0.005,10,2000,40.433382,9.747324,0.586748
Diga sae Lovicu,ITG26SAR1328,ITA,0.011,22,2000,40.447671,9.441619,0.684694
Laghetto 1 di S. Marco,ITG26SAR1332,ITA,0.015,8,533.3333333,40.438734,9.543676,0.583126
Laghetto 2 di S. Marco,ITG26SAR1333,ITA,0.014,18,1285.714286,40.436319,9.547644,0.583126
Laghetto di sa Ficarba,ITG26SAR1347,ITA,0.005,24,4800,40.334719,9.283542,0.642102
Laghetto 2 di Prato Sardo,ITG26SAR1353,ITA,0.008,9,1125,40.329423,9.280995,0.303608
Bacino di s'Untaratzu,ITG26SAR1637,ITA,0.007,13,1857.142857,39.994939,9.607423,0.478453
Cava di Teriargiu,ITG26SAR1638,ITA,0.004,16,4000,39.991751,9.606257,0.478453
Bacino di F.na Nuletta,ITG26SAR1684,ITA,0.002,12,6000,39.860267,9.370588,0.653668
Lago Alto Flumendosa,ITG26SAR1690,ITA,3.37,50,14.83679525,39.948243,9.437899,0.323489
Diga Iseras,ITG26SAR1736,ITA,0.018,21,1166.666667,40.05798,9.441016,0.660267
Paules di Mura e Pinnas,ITG26SAR1803,ITA,0.004,11,2750,40.211142,8.814187,0.710337
Funtana Pauli,ITG26SAR1842,ITA,0.017,22,1294.117647,39.883994,9.342392,0.653668
Diga di Bau Mela,ITG26SAR2168,ITA,0.013,16,1230.769231,39.992157,9.415743,0.602955
Laghetto 2 della cava di Pala Asonis,ITG26SAR2269,ITA,0.002,4,2000,39.82705,9.044138,0.686496
Laghetto 3 della cava di Pala Asonis,ITG26SAR2270,ITA,0.004,7,1750,39.827429,9.046225,0.686496
Paule di Funtana Miana,ITG26SAR2317,ITA,0.036,9,250,39.786456,8.906726,0.679426
Laghetto di Pala Asonis,ITG26SAR2361,ITA,0.005,11,2200,39.831016,9.045287,0.686496
Paule di Genna Medau,ITG26SAR2465,ITA,0.002,17,8500,38.884617,9.337071,
Vascone presso Genna 'e Susei,ITG26SAR2680,ITA,0.001,15,15000,39.897951,9.286076,0.565572
Pauli di Barrineddu,ITG26SAR2698,ITA,0.001,13,13000,40.414928,9.511717,0.129448
Miniera di Sae Simone,ITG26SAR2700,ITA,0.013,22,1692.307692,40.42211,9.510544,0.583126
Laghetto del Parco comunale le Sugherete,ITG26SAR2743,ITA,0.003,20,6666.666667,39.928339,9.693502,
Cava di Genna su Porcu,ITG26SAR2797,ITA,0.004,7,1750,38.876453,9.061146,
Cava di La Tonnara,ITG27ANT0006,ITA,0.005,5,1000,39.006206,8.392525,0.578777
Cava Locci,ITG27ANT0007,ITA,0.006,15,2500,39.021213,8.392486,0.578777
Laghetto di Gruttiacqua,ITG27ANT0009,ITA,0.001,42,42000,38.979709,8.409006,
Stagno di Cala Vinagra,ITG27PIE0001,ITA,0.031,45,1451.612903,39.155602,8.241331,
Invaso Nasca,ITG27PIE0002,ITA,0.018,61,3388.888889,39.166783,8.256594,
Bonifica dei Pescetti,ITG27PIE0004,ITA,0.44,35,79.54545455,39.110597,8.289988,0.396859
Piscina Morta,ITG27SAR0001,ITA,0.071,16,225.3521127,39.428128,8.446469,0.643796
Miniera di Santu Miali,ITG27SAR0004,ITA,0.003,2,666.6666667,39.542567,8.965908,0.370115
Laghetto di Rio Porcina,ITG27SAR0006,ITA,0.001,10,10000,38.992342,8.657294,0.595225
Laghetto di Su Gutturu de sa Eina,ITG27SAR0008,ITA,0.001,8,8000,38.978188,8.720034,0.205553
Laghetto di M. Oladri,ITG27SAR0009,ITA,0.017,31,1823.529412,39.367195,9.06868,0.382768
Laghetto Francischettu 1,ITG27SAR0010,ITA,0.015,31,2066.666667,39.379665,9.074185,0.382768
Laghetto di sa Pispisa,ITG27SAR0011,ITA,0.189,6,31.74603175,39.225977,9.288902,
Vasca di Baccu Peddis,ITG27SAR0012,ITA,0.013,11,846.1538462,39.177272,9.383769,0.274551
Laghetti a is Serpis,ITG27SAR0017,ITA,0.022,13,590.9090909,39.168224,8.66317,0.65121
Laghetto di M. Oladri2,ITG27SAR0018,ITA,0.004,19,4750,39.368633,9.065146,0.382768
Cava Bruncu Arrubiu 1,ITG27SAR0019,ITA,0.005,17,3400,39.374699,9.071428,0.382768
Laghetto a Canali Angioni,ITG27SAR0020,ITA,0.002,23,11500,39.21274,9.322002,
Cava di M. Oladri,ITG27SAR0023,ITA,0.012,20,1666.666667,39.365466,9.071612,0.382768
Laghetto S. Luria,ITG27SAR0025,ITA,0.003,15,5000,39.207868,9.300939,
Cava Bruncu Arrubiu2,ITG27SAR0026,ITA,0.004,13,3250,39.374234,9.073661,0.382768
Laghetto Francischettu 2,ITG27SAR0027,ITA,0.015,37,2466.666667,39.383487,9.07629,0.382768
Cava a Riu Abis,ITG27SAR0028,ITA,0.004,10,2500,39.366178,9.059927,0.382768
Laghetto Francischettu 3,ITG27SAR0031,ITA,0.004,31,7750,39.378656,9.072404,0.382768
Laghetto Francischettu 3,ITG27SAR0036,ITA,0.003,31,10333.33333,39.381485,9.07418,0.382768
Laghetto Francischettu 4,ITG27SAR0037,ITA,0.003,11,3666.666667,39.376429,9.077057,0.382768
Miniera Rosas,ITG27SAR0038,ITA,0.006,13,2166.666667,39.206667,8.721377,0.411659
Laghetto Francischettu 5,ITG27SAR0039,ITA,0.004,22,5500,39.377898,9.075675,0.382768
Laghetto Monte Flacca,ITG27SAR0042,ITA,0.03,19,633.3333333,39.067826,8.723883,0.639098
Diga di Montimannu,ITG27SAR0049,ITA,1.035,2,1.93236715,39.4163,8.713538,0.653975
Palude presso Riu Mannu,ITG27SAR0051,ITA,0.011,13,1181.818182,39.168902,8.713516,0.411659
Bacino del Piano di S. Isidoro,ITG27SAR0056,ITA,0.01,6,600,38.956185,8.727543,0.205553
Stagno 'e Forru,ITG27SAR0076,ITA,0.184,32,173.9130435,39.165249,8.435924,0.522442
Laghetto di Masua,ITG27SAR0083,ITA,0.004,24,6000,39.332663,8.422623,0.120377
Cava 1 Min. di Zinco,ITG27SAR0084,ITA,0.002,44,22000,39.331026,8.423598,0.120377
Laghetto di Enas Longas,ITG27SAR0092,ITA,0.001,25,25000,39.704338,8.458026,0.631866
Pauli sa Cuba,ITG27SAR0094,ITA,0.009,32,3555.555556,39.725154,8.454907,0.631866
Canne Menda,ITG27SAR0097,ITA,0.162,43,265.4320988,39.245101,8.39975,0.323887
Cava di M. Genere 1,ITG27SAR0098,ITA,0.004,15,3750,39.258793,8.419985,0.120377
Cava di M. Genere 2,ITG27SAR0099,ITA,0.005,8,1600,39.256853,8.423566,0.120377
Laghetto presso Su Rosau,ITG27SAR0103,ITA,0.001,10,10000,39.709021,8.465703,0.631866
Laghetto di Flumentorgiu,ITG27SAR0104,ITA,0.012,36,3000,39.682424,8.45351,0.631866
Terramaini,ITG27SAR0615,ITA,0.038,9,236.8421053,39.2454,9.139216,0.632063
Laghetto Modulu,ITG27SAR0619,ITA,0.001,6,6000,39.345544,9.129841,0.356843
Su Stani Saliu,ITG27SAR0625,ITA,0.217,106,488.4792627,39.354465,9.118921,0.356843
Laghetto di Bruncu Arrubiu,ITG27SAR0696,ITA,0.005,9,1800,39.260275,8.88999,0.5935
Laghetto 1 s'Omini Moru,ITG27SAR0700,ITA,0.013,10,769.2307692,39.263038,8.89012,0.5935
Cava di Capitzuru,ITG27SAR0701,ITA,0.051,71,1392.156863,39.249687,9.09008,0.632063
Pauli s'Acqua Bella,ITG27SAR0705,ITA,0.016,10,625,39.262789,8.959609,0.490209
Su Staini Saliu,ITG27SAR0706,ITA,0.217,42,193.5483871,39.33318,9.088616,0.213051
Mitza di M. Truxionis,ITG27SAR0708,ITA,0.003,12,4000,39.269643,8.857592,0.5935
Bacino di San Giorgio,ITG27SAR0716,ITA,0.559,27,48.30053667,39.29174,8.521727,0.643468
Cava di Medau Manna,ITG27SAR0720,ITA,0.006,21,3500,39.26787,8.44003,0.120377
Laghetto del Poggio,ITG27SAR0734,ITA,0.038,7,184.2105263,39.145747,8.975164,0.531962
Laghetto presso S. Girolamo,ITG27SAR0739,ITA,0.007,6,857.1428571,39.143244,8.99753,0.531962
Laghetto 2 presso Coddu de sa Cresia,ITG27SAR0742,ITA,0.041,11,268.2926829,39.11021,9.002348,
Diga Sa Forada,ITG27SAR0745,ITA,0.133,1,7.518796992,39.538508,8.970875,0.370115
Diga di Casa Fiume,ITG27SAR0748,ITA,0.409,3,7.334963325,39.533229,8.93953,0.370115
Laghetto di is Molas,ITG27SAR0750,ITA,0.008,17,2125,39.002294,8.965533,0.57303
Laghetto di is Molas,ITG27SAR0756,ITA,0.021,17,809.5238095,38.989449,8.948463,0.506839
Diga Gambarussa,ITG27SAR0759,ITA,0.05,55,1100,39.161955,8.907637,0.633309
Laghetto Baustela,ITG27SAR0761,ITA,0.035,15,428.5714286,39.029793,8.965837,0.57303
Laghetto 1 presso Coddu de sa Cresia,ITG27SAR0766,ITA,0.015,21,1400,39.106674,8.998263,0.531962
Diga Perdu Mulas,ITG27SAR0769,ITA,0.025,6,240,39.086083,8.992543,0.531962
Diga di Monte Pranu,ITG27SAR0777,ITA,6.219,15,2.411963338,39.091157,8.608808,0.634678
Laghetto 1 Masainas,ITG27SAR0858,ITA,0.018,12,666.6666667,39.404546,8.850153,0.319433
Isca Flumini Leni,ITG27SAR0917,ITA,0.281,48,170.8185053,39.434858,8.840144,0.501381
Lago Corsi,ITG27SAR0918,ITA,0.649,40,61.63328197,39.331638,8.539652,0.643468
Vasca presso is Garaus,ITG27SAR0921,ITA,0.006,10,1666.666667,39.088678,8.557338,0.62198
Laghetto presso Serra Porcu,ITG27SAR0923,ITA,0.001,9,9000,38.969554,8.729192,0.205553
Diga di M. Capiglia,ITG27SAR0925,ITA,0.051,18,352.9411765,38.942714,8.927968,0.506839
Laghetto del Podere S. Isidoro,ITG27SAR0926,ITA,0.001,21,21000,38.963943,8.962963,0.506839
Vasca 2 di M. S. Giovanni,ITG27SAR0927,ITA,0.005,8,1600,39.052406,8.621304,0.635991
Vasca 1 di M. S. Giovanni,ITG27SAR0929,ITA,0.002,1,500,39.052571,8.623592,0.635991
Cava Panicasu,ITG27SAR0932,ITA,0.005,11,2200,39.076195,8.616962,0.635991
Diga alta di M. Omu,ITG27SAR0933,ITA,0.004,20,5000,39.481565,8.691933,0.543031
Diga bassa di M. Omu,ITG27SAR0934,ITA,0.015,13,866.6666667,39.483024,8.69478,0.543031
Laghetto presso Fornace,ITG27SAR0940,ITA,0.015,43,2866.666667,39.302576,8.583553,0.625572
Laghetto Paderi,ITG27SAR0944,ITA,0.009,1,111.1111111,39.669236,8.921157,0.682433
Laghetto presso Pauli Arbarei,ITG27SAR0945,ITA,0.01,4,400,39.666316,8.914368,0.311339
Laghetto di Tommai,ITG27SAR0946,ITA,0.01,5,500,39.712364,8.930249,0.682433
Pauli Maiori,ITG27SAR0948,ITA,0.241,34,141.0788382,39.746786,8.957998,0.682433
Pauli di Pranu Forru,ITG27SAR0965,ITA,0.013,23,1769.230769,39.769246,8.961688,0.678346
Pauli 4 presso Pauli Bartili,ITG27SAR0966,ITA,0.022,24,1090.909091,39.76732,8.966997,0.678346
Pauli s'Ala de Mengianu,ITG27SAR0967,ITA,0.14,70,500,39.761345,8.949505,0.678346
Pauli di sa Spinarba,ITG27SAR0975,ITA,0.035,59,1685.714286,39.755183,8.988485,0.678346
Cava de S`Acqua Salida,ITG27SAR0995,ITA,0.02,9,450,39.502125,9.065883,0.561262
Invaso di S. Gaetano,ITG27SAR1151,ITA,0.041,6,146.3414634,39.255099,9.276257,0.600758
Invaso di C. Pisu,ITG27SAR1155,ITA,0.029,4,137.9310345,39.249221,9.276754,
Pauli S. Lussorio,ITG27SAR1157,ITA,0.071,79,1112.676056,39.260394,9.155176,0.213051
Stagno Simbirizzi,ITG27SAR1158,ITA,2.828,110,38.89674682,39.255463,9.214245,0.263396
S'Alinu Mannu,ITG27SAR1166,ITA,0.184,9,48.91304348,39.277226,9.273199,0.600758
Bacino di is Porcus,ITG27SAR1171,ITA,0.001,10,10000,39.162718,8.718903,0.542583
Bacino di Perda Enatza,ITG27SAR1175,ITA,0.004,3,750,39.648438,8.940949,0.498225
Bacino 1 di Piscina Boi,ITG27SAR1176,ITA,0.002,4,2000,39.668765,8.934298,0.682433
Bacino 2 di Piscina Boi,ITG27SAR1177,ITA,0.003,1,333.3333333,39.667215,8.930569,0.682433
Laghetto di Pranu Brebexili,ITG27SAR1232,ITA,0.005,18,3600,39.258574,9.544312,0.573347
Vascone di Pranu Malloccu,ITG27SAR1250,ITA,0.018,20,1111.111111,39.27229,9.544336,0.573347
Bacino di Pranu Mannu,ITG27SAR1402,ITA,0.005,13,2600,39.656809,8.813201,0.626931
Bacino presso Villaperuccio,ITG27SAR1437,ITA,0.001,7,7000,39.115553,8.675011,0.542583
Cava di Crabili,ITG27SAR1440,ITA,0.002,6,3000,39.459944,9.054713,0.495103
Bacino di Procaxius,ITG27SAR1509,ITA,0.001,4,4000,39.162982,8.649172,0.634678
Bacino di is Pintus,ITG27SAR1510,ITA,0.001,11,11000,39.127459,8.650073,0.634678
Bacino 2 del Podere S. Isidoro,ITG27SAR1616,ITA,0.001,6,6000,38.967878,8.966319,0.506839
Bacino del Podere S. Rita,ITG27SAR1617,ITA,0.002,9,4500,38.966799,8.961967,0.506839
Vasca 2 del Podere S. Leonardo,ITG27SAR1619,ITA,0.001,6,6000,38.970595,8.97101,0.506839
Bacino di Cala Pira,ITG27SAR1693,ITA,0.001,10,10000,39.174081,9.559358,0.521753
Pauli del Rio sa Pispisa,ITG27SAR1722,ITA,0.029,5,172.4137931,39.233686,9.294423,
Bacino di S. Maria,ITG27SAR1775,ITA,0.005,16,3200,39.51023,8.686379,0.642739
Invaso di Ingurtosu,ITG27SAR1776,ITA,0.01,23,2300,39.516833,8.514843,0.64516
Bacino di Corongiu Obias,ITG27SAR1873,ITA,0.005,7,1400,39.504804,9.065386,0.561262
Bacino di Isca Bardella,ITG27SAR1875,ITA,0.006,8,1333.333333,39.383781,9.158732,0.356843
Laghetto di s'Acqua Sassa,ITG27SAR1910,ITA,0.001,8,8000,38.963677,8.73701,0.205553
Laghetto di su Benatzu,ITG27SAR1911,ITA,0.007,11,1571.428571,39.051169,8.698063,0.639098
Pauli Xiveddu,ITG27SAR1917,ITA,0.025,1,40,39.742734,8.955086,0.682433
Laghetto 3 del Golf club di su Scioppadroxiu,ITG27SAR1930,ITA,0.019,8,421.0526316,39.233741,9.284578,
Bacino Barrua,ITG27SAR1936,ITA,0.001,12,12000,39.070775,8.694198,0.639098
Laghetto 2 di Tanca e sa Tuerra,ITG27SAR1937,ITA,0.003,25,8333.333333,38.901963,8.879213,
Piscina Suigas,ITG27SAR2000,ITA,0.05,17,340,39.436723,8.439832,0.643796
Paule di Cioffa,ITG27SAR2015,ITA,0.069,29,420.2898551,39.163534,9.00306,
Bacino di Siuru,ITG27SAR2050,ITA,0.011,29,2636.363636,39.369047,8.616119,0.647798
Diga Gutturu 'e Sattu,ITG27SAR2052,ITA,0.016,26,1625,39.357733,8.440761,0.599408
Diga di Gutturu Fenugu,ITG27SAR2055,ITA,0.002,33,16500,39.479379,8.646689,0.604447
